ID,"First Name","Last Name","Company Name","Company Slug",Email,Overview,Phone,Website,"Number of Brands","Number of Products",City,State,Country,Facebook,Twitter,Instagram,Thumblr,Youtube,Googleplus,"Company Age","Allow Dropshipping",Tags,"Show Video"
6446,"Wahl ",Clipper,"Wahl Clipper",wahl-clipper,,"   Since 1919, with the invention of the first practical electric hair clipper, Wahl Clipper Corporation has been the leader in the professional and home grooming category. Today, with over 2200 employees worldwide, we are proud to carry forward the tradition of innovation and superior customer service that was created by Leo J. Wahl. While we have changed over the years, we have also stayed the same. We are still headquartered in Sterling, Illinois, USA.",800,http://home.wahl.com/,1,180,Sterling,IL,"United States",,,,,,,0,No,,Yes
217,"Sistah ",Nandi,Wrap-A-Loc,wrap-a-loc,info@wrapaloc123.com,"  Since she was 12 years old, Sonya Nandi Gilkey has been working magic with hair and hairstyles. By age 15, she had a reputation as a master street stylist in her hometown of Fort Wayne, Indiana. She went on to earn a B.S. degree in Speech Communications and Theatre from Tennessee State University and a master’s degree in Journalism at Indiana University.
",404,http://wrapaloc.com/,1,21,Atlanta,GA,"United States",,,,,,,0,No,,No
7071,René,"Furterer "," René Furterer ",-rené-furterer-,info@renefurterer123.com,"   \"Beautiful hair only grows from a healthy scalp.\" This is the philosophy behind the demanding formulation of all René Furterer haircare products. René Furterer treats both the scalp and hair using pure essential oils and plant extracts, designed to reveal and enhance beautiful hair.
",800,http://www.renefurtererusa.com/,1,741,Parsippany,NJ,"United States",,,,,,,0,No,,No
218,Ouidad,,Ouidad,ouidad,e21h3kjhf,"       In 1984, as the pioneer of the curly hair industry, she opened the first salon in the country to cater exclusively to curly hair. Since then her trademarked cutting and styling techniques and specialized line of award winning products, have instilled confidence in curly and wavy haired people everywhere. Ouidad is dedicated to understanding and addressing the unique concerns of all kinds of curly hair. We are passionate about making individuals feel their most beautiful and are committed to celebrating and empowering the curl community to embrace and be proud of their natural curly hair.",203,http://www.ouidad.com/,1,369,"New York",NY,"United States",,,,,,,0,No,,Yes
216,"Pureology ",,"Pureology ",pureology,,"     Pureology Serious Colour Care provides the professional colourist and their clients the highest quality colour care products that enhance radiance, dramatically improve hair condition, and respect the environment while delivering Longer Lasting Hair Colour GUARANTEED!",208,http://www.pureology.com/,1,1,London,AL," ‎United Kingdom",,,,,,,0,No,,Yes
7078,"OSMO ",,"OSMO ",osmo-,salesinfo12345@osmo.uk.com,"  OSMO products not only perform but create a visual statement in any retail or salon space. The striking packaging, irresistable fragrance and excellent products preformance allows OSMO fanatics to create, manipulate and style any head of hair.",44,http://www.osmo.uk.com/,1,211,Renfrew,AL," ‎United Kingdom",,,,,,,0,No,,No
219,"Sexy ",Hair,"Sexy Hair",sexy-hair,kjshdfkjs1,"       Sexy Hair is committed to manufacturing products that meet the needs of our diverse clientele, whether you want to achieve everyday sophistication, rock star style or red carpet glamour. No matter what your hair type or texture, there’s a Sexy Hair® product that’s right for you.
",0,https://www.sexyhair.com/,1,1,"San Diego ",CA,"United States",,,,,,,0,No,,Yes
220,Davines,,DAVINES,davines,sddfgfdg123,"        Founded in Parma, Italy in 1983 by the Bollati Family, Davines Group started as a research laboratory, producing high-end hair care products for renowned cosmetic companies worldwide. After a decade of honing our expertise, we began creating our own brand of Davines hair care products exclusively for salons, and in 1996 founded [ comfort zone ] skin care for premier spas.",39,http://www.davines.com/,1,1,,AL,"United States",,,,,,,0,No,,Yes
6450,Nioxin,,"NIOXIN ",nioxin-2,,"   NIOXIN uses advanced technologies to deliver thicker, fuller, denser-looking hair. Our commitment to innovation, supported by research, enables us to be able to help enables us to be able to help more than 50% of people worldwide who experience thinning hair.",800,http://nioxin.com/,1,2,"Woodland Hills",CA,"United States",,,,,,,0,No,,Yes
6443,Phyto,,"PHYTO ",phyto-,,"    In Haute Provence, the lush countryside of Southern France, the most alluring plants grow. Local farmers, eager to pass along the robust harvest to those who can harness its magic, cultivate ingredients such as lavender, sage, rosemary, and juniper. It was nearly 50 years ago and in this fertile land that Mr. Patrick Ales, one of Paris’ legendary hair stylists, captured this magic and married his two passions: hair and plants. A true visionary, Mr. Ales paved the way for botanical hair care long before the emergence of environmental awareness and “green” hair care trends. From 1968 and 1969, he released his first PHYTO products: Huile D’Alès, Phyto 7, Phytodéfrisant, and Phytopolléine. With fervor and passion, he developed a range of highly concentrated, plant-based solutions to reveal hair’s natural beauty. Phyto was born.
",0,http://www.phyto-usa.com/,1,3,"New York",NY,"United States",,,,,,,1960,No,,Yes
7080,"Steve ",Krawczyk,"NATU Haircare",natu-haircare,info12345@natuhaircare.com,"  Instead of the using harsh chemicals, drying sulfates, greasy silicones and other synthetic solutions that merely cover up and mask problems, NATU solves them. Naturally.
",847,http://www.natuhaircare.com/,1,227,"Lake Forest",IL,"United States",,,,,,,0,No,,No
7081,"Gail ",Federici,"Color Wow",color-wow,info12345@colorwowhair.com,"  Color Wow is a complete line of professionally-formulated color care products that not only spells the end for roots, but also solves every single issue associated with color-treated hair. From grey roots and dark regrowth, to color fade, brassiness and texture problems, Color Wow delivers perfect color, 365 days a year.
",203,http://www.colorwowhair.com/,1,525,,AL,"United States",,,,,,,0,No,,No
221,"Hair ",Rules,"Hair Rules ",hair-rules-,info@hairrules123.com,"         Hair Rules provides hair care and styling solutions for a multi-TEXTURAL world. We love and embrace all hair textures. During the course of three decades, Dickey has mastered the mystery and artistry of all textures, creating iconic styles for the likes of Alicia Keys, First Lady Michelle Obama, Kelis, Rihanna, Estelle, Faye Dunaway — but most proudly, he\'s also taught thousands of women to overcome the frustration of dealing with so-called “hard-to-manage” locks, and embrace the beauty and versatility of their natural texture.",212,https://www.hairrules.com/,1,250,"New York",NY,"United States",,,,,,,0,No,,Yes
6453,Ojon,,Ojon,ojon2,,"   Rare. Powerful. Restorative. Transformative. Discover Ojon™ Restorative Hair Treatments with nature’s golden elixir. Clinically proven to add bounce, body, volume and vibrancy to even the most damaged hair.
",877,http://www.ojon.com,1,284,,AL,"United States",,,,,,,0,No,,Yes
6444,"Daniel ",Anderson,"Living Proof",living-proof,,"   Living Proof was created with a simple ambition – challenge conventional wisdom to solve your toughest beauty problems.With our team of expert stylists and biotech scientists, beauty meets brilliant science. We invent and patent new molecules that completely change how hair behaves. For head turning, bliss creating, confidence boosting results. We stop at nothing short of products that keep their promise. And the only one who can prove it, is you.",866,http://www.livingproof.com/,1,212,Cambridge,MA,"United States",,,,,,,0,No,,Yes
6505,"Herbal ",Essences,"Herbal Essences",herbal-essences,dfsdf22," We’re all about hair! Not just how your hair looks, but how it feels, smells and most importantly, how it makes you feel! Whether it’s lusciously soft, totally twisted or long and strong, hair is an expression of who you are. Hair is an experience. It’s time to experience Herbal hair.
",800,http://us.herbalessences.com/en-US/hair-care,1,2501,,AL,"United States",,,,,,,0,No,,No
6506,"Burts ",Bees,"Burts Bees",burts-bees,,"   Burt\'s Bees® proudly creates natural products formulated to help you take care of yourself, naturally—from your lips to your toes! We also create products designed for your little one, the men in your life and your many outdoor adventures.
",1,http://www.burtsbees.com/,1,3782,Oakland,CA,"United States",,,,,,,0,No,,Yes
6344,"Organic ","Root ","Organic Root Stimulator",organic-root-stimulator,,"   Organic Root Stimulator®, now ORS™ are conceived, developed and marketed by Namasté Laboratories, LLC. ORS gets to the root of healthy hair and scalp. Our mission is based on the philosophy of quality, performance and integrity. We seek customers that share that same philosophy.",888,http://organicrootstimulator.com/,5,447,Chicago,IL,"United States",,,,,,,0,No,,Yes
222,AVEDA,,AVEDA,aveda,,"     Aveda started with one shampoo and a mission to create naturally- derived products that care for your hair and the world we live in. Today our ingredients are over 95% naturally derived, and harvested worldwide. Our hair care systems deliver salon-proven results and feature unique flower and plant pure-fume™ aromas that change your mood while you cleanse and condition your hair.",800,http://www.aveda.com,1,3,Minneapolis,MN,"United States",,,,,,,0,No,,Yes
6510,"Marsha ",Coulton,"Curl Junkie",curl-junkie,,"  Curl Junkie Hair Products, LLC was inspired by a suggestion made by a student to the Owner back in her beauty school days. Annoyed with the lack of options for herself and her clients with textured hair, she began experimenting mixing up oils, butters, and conditioners. After receiving many requests to purchase her products from her clients, Curl Junkie was born.",0,http://www.curljunkie.com,1,97,Vestal,NY,"United States",,,,,,,0,No,,No
6511,"Oyin ","Handmade ","Oyin Handmade",oyin-handmade,,"     Our hair & body products speak for themselves, in the silky skin and happy hair of our satisfied customers. Our goodies are designed with a focus not only on aesthetics and styling, but the nourishment and health of hair & skin.
We are a family-owned company, named after the Yoruba word for ‘honey’ – one of nature’s most versatile beauty products! Honey has been used for centuries to not only soften and cleanse, but to also tone and hydrate the skin. It softens and moisturizes skin and as a humectant, helps skin to retain water. Honey dissolved in water is an excellent moisturizer, so we find it perfect for bath, skin and hair care products. Honey and beeswax both have a soothing effect on the most sensitive of skins.",888,http://www.oyinhandmade.com/,1,32,Baltimore,MD,"United States",,,,,,,0,No,,Yes
223,Bumble,,"Bumble and Bumble",bumble-and-bumble,,"    Bumble and Bumble is a haven for like-minded talent, established by entrepreneurial stylist Michael Gordon in a salon on the fringe of New York\'s Hairdressers Row in 1977 where we clipped, combed, permed and styled our way into prominence with shrewd PR, a legendary editorial team, backstage access, a design ethic, a line of extraordinary products (as essential as scissors and comb), a devoted salon network, a school, a second salon, a reputation as a force for the recognition, evolution and elevation of hairdressing - revering hair heroes, cultivating creativity, fostering disciplined rebellion, refining our \'eye,\' and above all remaining deeply, passionately and fearlessly dedicated to the craft of hairdressing.",866,http://www.bumbleandbumble.com/,1,1,"New York",NY,"United States",,,,,,,0,No,,Yes
7035,Juice,Beauty,"Juice Beauty",juice-beauty,customerservicerr@juicebeauty.com,"    Organically mastered by Juice Organics chemists with potent ingredients, including organic plant and fruit juices, vitamins, minerals, essential fatty acids, mineral reflectives and botanicals for healthy, beautiful hair.",877,http://www.juicebeauty.com/,1,2,,AL,"United States",,,,,,,0,No,,No
7193,Lafes,,Lafes,lafes,info@lafes.com,"Lafe’s products are free of SLS, VOCs, parabens, propylene glycol, synthetic preservatives, artificial fragrances and anything petroleum.",512926,http://lafes.com/,1,50,Austin,TX,"United States",,,,,,,0,No,,No
6451,Remington,,Remington,remington,,"   Manufacturer of personal care appliances including electric shavers, hair dryers, curling irons, foot spas and travel appliances.",800,http://www.remingtonproducts.com/,1,463,DeForest,WI,"United States",,,,,,,0,No,,Yes
224,"Conair ",,"Conair ",conair,,"       Conair is a developer, manufacturer and marketer of health and beauty products and kitchen and electronic appliances. Since its founding in 1959, the company has become a leading manufacturer of nationally branded personal and health care small appliances. Conair holds the number one position in the industry with hair dryers and curling irons. Its products also include grooming, health and wellness appliances. Its private label program provides custom-branded products for leading retail chains. ",20,https://www.conair.com/,1,4,"New  Haven",CT,"United States",,,,,,,0,No,,Yes
173,Aunt,Jackie,"Aunt Jackies",aunt-jackies,,"      Aunt Jackie\'s Curls and Coils draws its inspiration from old-fashioned, homemade hair remedies crafted by legendary, \"Kitchen Beauticians.\"  A bit of wisdom, creativity and enthusiasm went into every homespun potion.  Mixing hair care recipes with natural butters and oils, they packaged and shared these amazing preparations to help manage, soften, shine and grow hair.  ",770,http://auntjackiescurlsandcoils.com/,1,5,"Stone Mountain",GA,"United States",,,,,,,2012,No,,No
177,Clairol,Clairol,,,,"  Clairol is a personal-care-product division of Procter & Gamble begun in 1931 by Americans Lawrence and Joan Gelb after discovering hair-coloring preparations while traveling in France. The company was widely recognized in its home country, the United States, for its \"Miss Clairol\" home hair-coloring kit introduced in 1956. By 1959, Clairol was considered the leading company in the U.S. hair-coloring industry. In 2004, Clairol registered annual sales worth approximately US$1.6 billion from the sale of its hair products. As of 2014, Clairol manufactures hair-coloring products sold under the brand names \"Natural Instincts\", \"Nice ’n Easy\" and \"Perfect Lights\".",2147483647,,0,0,,AL,"United States",,,,,,,1931,No,"Clairol Hair Color, Clairol, Professionals",No
6445,"Karen ","Tappin ","Karen’s Body Beautiful ",karens-body-beautiful-,,"    Karen Tappin l Karen’s Body Beautiful
Entrepreneur and educator Karen Tappin-Saunderson is one of the billion-dollar beauty industry’s rising stars. In just seven short years, Karen, the founder and proprietor of Karen’s Body Beautiful, has transformed her organic body care line from a modest home-based business to a blossoming enterprise with robust internet sales, a luxurious store and a chic spa. Karen’s foray into the rarefied world of beauty happened by chance. In 2003, Karen, an astute businesswoman, was successfully marketing custom gift baskets during the holidays. Alarmed by the presence of preservatives and possible carcinogens in some conventional bath and body products, Karen decided to create all natural alternatives to incorporate into her gift baskets. ",718797,www.karensbodybeautiful.com,1,9,,AL,"United States",,,,,,,0,No,,Yes
183,Mac,Mac,Macadamia,macadamia,dfsdfdsf3,"       Macadamia Natural Oil, the oil authority for global textures, was inspired by extensive travels throughout the far reaches of the globe that led to one key insight… ALL global textures, from baby fine to ultra curly and coiled, have unique moisture level and style control needs.
 
To address these needs, Macadamia Natural Oil products contain an exclusive PRO OIL COMPLEX, a blend of therapeutic Macadamia and Argan oils, rich in Omega 7, 5, 3 and 9 fatty acids, which deeply yet weightlessly nourish and repair hair from the inside out, rather than just conditioning from the surface, to renew hair’s natural texture.
",1423651,http://www.macadamiahair.com,1,10,"Los Angeles",CA,"United States",,,,,,,0,No,,Yes
199,,,"ForStyler ",forstyler-,Sales@forstyler.com,"            Throughout history, in every culture, hair has played a dominant role in expressing beauty and power.
Our hair generally represents how we desire to be seen by others. It’s a symbol of attractiveness, self- esteem and directly related to our moods.

Since 2010, our mission and passion has been creating beautiful hair, and we believe that everyone deserves to have the very best hair! Our hair appliances are technically advanced, convenient and affordable. We bring hair salon quality appliances to you, no matter what your hair type. You will be able to get fabulous results, even on hair extensions and wigs.
Background:

Albert K has been a master stylist in the beauty industry for the past 17 years, mastering his skills in TLV, London and New York. ForStyler’s goal is to make an ordinary person feel extraordinary with the new cut or styling, developing technologically advanced, hair appliance lines convenient to everyone’s use.",18553880388,http://www.forstyler.com/,1,3,"Hillcrest ",NY,"United States",,,,,,,0,No,,Yes
185,Dr,Miracles,"Dr Miracles",dr-miracles,,"            We believe that every woman deserves healthy beautiful hair. So no matter what your type, texture, or style, we’re here to help you treat yourself. And, with our personal hair analysis tool, Dr. Miracles will help you create a TreatMEnt Plan that’s customized just for you.",356413651,http://www.drmiracles.com,0,0,"New York",NY,"United States",,,,,,,0,No,,Yes
198,"III ","Sister ","III Sister Of Nature",iii-sister-of-nature,info@ppuinc1234.com,"   III SISTERS OF NATURE IS AN ALL NATURAL PRODUCT THAT DOES NOT CONTAIN ALCOHOL, WAXES, SILICONES, PETROLATUM, MINERAL OIL, PARABENS, FORMALDEHYDE, PLASTICS, CARBOMER, GIMMICKS AND NO HYPE, JUST STYLE AND SAVINGS.",800,http://www.3sistersofnature.com/,1,194,"Fayetteville ",GA,"United States",,,,,,,0,No,,No
6504,VIVICA,FOX,"VIVICA A. FOX",vivica-a.-fox,info@vivicafoxhair123.com,"  During the fall of 2009 a small, but dedicated team of stylists and hair industry insiders joined with Vivica A. Fox to build a top level brand of wigs, extensions, and related products that would be unlike anything currently available. From top-to-bottom, the team worked to develop a catalog of products and looks that are fitting of Vivica\'s superstar style.",800,http://vivicafoxhair.com/,1,632,Conshohocken,PA,"United States",,,,,,,0,No,,No
6447,"Infusium 23",,"Infusium 23",infusium-23-2,,"   Shampoos, conditioners and trusted leave-in treatments from Infusium23 feature essential pro-vitamins and treatment ingredients. The Infusium23 daily regimen treats and helps restore damaged hair so it looks and feels noticeably healthy, shiny and manageable.",0,http://www.infusium23.com/,1,8,,AL,"United States",,,,,,,0,No,,Yes
6452,"OSCAR ",BLANDI,"OSCAR BLANDI",oscar-blandi,,"   Oscar Blandi, the stylist, the proprietor, the inventor... \"In Passion, Lies Beauty.\" This is the quintessential statement behind Oscar\'s philosophy on haircare. This message is consistent throughout Oscar\'s fervent methods of styling, within the walls of his namesake salon, through his dedicated team of stylists and colorists, and inside every product in his extraordinary haircare range.",0,http://www.oscarblandi.com,1,161,"New York",NY,"United States",,,,,,,0,No,,Yes
6448,"Farouk ",Systems,"Farouk Systems",farouk-systems,info@farouk12345.com,"  Farouk Systems, Inc. is a Houston based company that manufactures high quality CHI professional hair care products and tools. Farouk Systems, pioneered Thermal Tool Technology when it created the CHI Iron and Dryer becoming the first company to incorporate Ceramic, Ionic, and Far Infrared into hair tools. ",800237,http://www.farouk.com/,1,243,,AL,"United States",,,,,,,0,No,,No
6878,Bevel,Bevel,Bevel,bevel,info@getbevel123.com,"  ",1,https://getbevel.com/m,1,10,Any,AL,"United States",,,,,,,0,No,,No
191,Morgan,Gantt,"Hair Library",hair-library,,"      Hair Library was founded by the passionate vision of CEO & Author, Morgan R. Gantt and fueled by the core values that transformed her idea into a problem solving solution. ",654654,http://www.HairLibrary.com,0,1,"New York",NY,"United States",,,,,,,2013,No,"Hair library, collection of hair products, beauty guide, concierge",No
6454,Kerastase,,Kérastase,kerastase,,"   Kerastase - All about Kerastase professional hair care and hair treatment products: Kerastase shampoo, Kerastase conditioner, Kerastase Treatment and Styling.",877,http://www.kerastase-usa.com/,1,3,Westfield,NJ,"United States",,,,,,,0,No,,Yes
7092,"Kevin ",Murphy,"Kevin Murphy",kevin-murphy,info12345@kevinmurphy.com,"  Kevin Murphy is a fashion focused range of salon only, professional, hair care products that was conceived in the world of session styling. ",0,http://www.kevinmurphy.com.au/,1,168,,AL,"United States",,,,,,,0,No,,No
200,"Red ",Kiss,"Red By Kiss",red-by-kiss,,"We provide the ultimate solution for hair styling professionals and the at-home user alike!",0,http://www.redbykiss.com/,1,25,,AL,"United States",,,,,,,0,No,,No
7094,"AfroVeda ",,"AfroVeda ",afroveda-,cs1235@afroveda.com,"  Our natural hair care products are a collection of the highest quality oils, herbs and botanicals available, formulated according to traditional Ayurveda recipes. These products have been meticulously prepared in a unique process to retain the medicinal and energetic qualities of the plants. They easily penetrate the scalp and deliver the healing properties of nature directly to the hair follicles to stimulate healthy hair growth.",972,http://afroveda.com/,1,0,"Grand Prairie",TX,"United States",,,,,,,0,No,,No
7095,"Keneesha ",Hudson,Urbanbella,urbanbella,,"We are excited to announce that Urbanbella is now offering styling services.   The store that brings you the best in curly, kinky and wavy hair products is now offering cutting, coloring and styling services for curls, kinks and waves. ",404,http://www.urbanbella.net,1,0,Atlanta,GA,"United States",,,,,,,0,No,,No
6508,"Coco ",Curls,"Coco Curls",coco-curls,," Being natural is both beautiful and empowering. We should love and embrace the hair God blessed us with. Coco Curls is simply an aid to maintaining it. Made with all natural ingredients designed to help strengthen and nourish your beautiful natural hair. ",404,http://cococurls.com/,1,33,Atlanta,GA,"United States",,,,,,,0,No,,No
389,"Art of shaving",,"Art of Shaving",art-of-shaving,,"         Founded in 1996, The Art of Shaving™ is considered the world’s leading premium shaving brand with its aromatherapy-based grooming products, high-end shaving instruments, and a retail chain dedicated to men’s shaving. ",800,http://www.theartofshaving.com/,1,10,,TX,"United States",,,,,,,1996,No,,Yes
7093,"Archipelago ",,"Archipelago ",archipelago-,janna123@Archipelago.com,"  Archipelago creates products that bring luxe and comfort to your home and help you relax and take a break from your busy schedule. We draw our inspiration from natural botanicals and use care in our selection of premium natural ingredients. A treat for the senses, our soy candles and reed diffusers are available in an array of enticing fragrances derived from natural essential oils. And that’s only part of the story: our gentle bath and skin care formulations are loaded with pomegranates and other powerful antioxidants to help keep skin look and feel healthy and vibrant. Light one of Archipelago\'s scented soy candles, draw a hot bath, and prepare to be pampered.",800399,http://www.archipelago-usa.com/,1,476,"Los Angele",CA,"United States",,,,,,,0,No,,No
7098,"Dennis ","Gross ","Dr. Dennis Gross ",dr.-dennis-gross-,orders12345@dgskincare.com,"  Dr. Dennis Gross, NYC dermatologist, has devoted his life to the science of skincare. Skin, the largest organ of the body, is the first to show signs of both external and internal health. The quality and scope of his education and research inspired a passion within to fight the deadly epidemic of skin cancer. During his early years as a dermatologist in NYC, Dr. Gross would spend hours “in the field” conducting free skin cancer screenings in and around NYC, educating the public about this life-threatening disease. ",888,https://www.dgskincare.com/,1,254,"New York",NY,"United States",,,,,,,0,No,,No
7099,"June ","Jacobs ","June Jacobs ",june-jacobs-,JJCS12345@JuneJacobs.com,"  June Jacobs, a world renowned spa visionary for over thirty years, has redefined luxury spa. As the creator of three global skin care lines, and with a continued commitment to innovation and quality, June set out to change the landscape of skin care within the spa market through the creation of the June Jacobs Spa Collection. To maintain the highest levels of quality and standards in manufacturing, June also opened an independent laboratory, June Jacobs Labs.
",212,http://www.junejacobs.com,1,221,"New York",NY,"United States",,,,,,,0,No,,No
7102,"J.F. ",Lazartigue,"J.F. Lazartigue",j-f-lazartigue,," Of course we are not all equal towards hair loss, and some of us are naturally prone to hair loss and experience it chronically. Additionally, external factors have major influences on our hair life cycle.Severe hair loss may occur following an aggression or shock to our system. Stress, illness, childbirth, insufficient rest, poor diet, pollution, tobacco and also hormonal secretions are all factors that may affect our metabolism. Our hair becomes fragile and fine, increasing the risk of hair loss. Sebaceous glands begin to overwork causing it to produce excessive oil secretion. This seborrhea makes our scalp oily and/or prone to dandruff. Irritation and excessive oiliness makes us lose volume and body. Even worse, our roots are deprived of oxygen leading to substantial hair loss.",800,http://www.jflazartigue.com/,1,353,"New York",NY,"United States",,,,,,,0,No,,No
7103," Brian",,"YES TO",yes-to,care-ettes12345@yestocarrots.com,"  YES TO products work because we never compromise. Our team of skincare experts combine awesome natural ingredients with the latest and greatest formulation recipes to make sure that our products deliver on what you want - whether that\'s cleansing, moisturizing, or blemish zapping (a technical term). Our products are always at least 95% natural, free of parabens, petroleum, phthalates and SLS, cruelty-free, and made with recyclable materials (keep mama earth happy!)
",888,http://www.yestocarrots.com/,1,3,"New York",NY,"United States",,,,,,,0,No,,No
212,Jay,Salve,Moroccanoil,moroccanoil,,"      At Moroccanoil®, our passion is empowering beautiful transformations. We started with the original Moroccanoil Treatment which revolutionized the haircare industry. We built our reputation on positive word of mouth from runways to salons to editorial spreads. Our antioxidant infused, nutrient rich, innovative formulas are unmatched and provide dramatic results. That is why salon-exclusive Moroccanoil is preferred by professionals and consumers alike -- because our products simply work.",1,www.moroccanoil.com,1,30,Montreal,AL,"United States",,,,,,,0,No,"Moisture Repair Shampoo, Gold Glimmer Shine Spray, Luminous Hairspray Medium Finish, Volumizing Mousse, Curl Control Mousse, Curl Defining Cream, Hydrating Styling Cream, Hair Treatment, Intense Hydrating Mask",Yes
214,"The Dry",Bar,"Drybar ",drybar,,"       Drybar is a brand new “blow dry bar” concept created around a very simple idea: No cuts. No color. Just blowouts for only $40. You see, we believe that almost everyone (even us pros) prefers having someone else blow out their hair. Why? It just looks better! We also believe there has to be a better option than paying $60+ at a traditional salon, or going to a less-than-desirable discount chain. But there’s not. So, we decided to make one.",1,Www.TheDryBar.com,1,22,"Los Angeles ",CA,"United States",,,,,,,0,No,,Yes
244,Tia,Moses,"Tropical Roots Stimulator",tropical-roots-stimulator,5,,123456678,http://www.tropicalroots.com,1,5,Atlanta,GA,"United States",,,,,,,0,No,,No
243,"Tia ",Moses,B&B,b&b,5,,12334,http://www.bronnerbros.com,1,5,Atlanta,GA,"United States",,,,,,,0,No,,No
242,Tia,Moses,"African Royale",african-royale,`12345,,12345,http://www.bronnerbros.com,1,11,Atlant,GA,"United States",,,,,,,0,No,,No
246,Jane,Harris,"Virgin Hair Fantasy",virgin-hair-fantasy,12300,,12335,http://www.VirginHairFantasy.com,1,12,Atlanta,GA,"United States",,,,,,,0,No,,No
247,Jodi,Cioffi,"Bain de Terre",bain-de-terre,11221,,1234,http://www.zotos.com,1,8,Darien,CT,"United States",,,,,,,0,No,,No
6343,"Diondria ",Thornton,"Audree Hair",audree-hair,fsdfdfaw,"  The Future in Hair Extensions. We offer Tape-In, Keratin Tip, Weft, MicroBead and Bulk Human Braiding Hair ",2147483647,www.audreehair.storeenvy.com,1,6,"Los Angeles",CA,"United States",,,,,,,0,No,,No
6342,"Shanta ","Henderson ","Long Locks Pro Hair Care",long-locks-pro-hair-care,sdfsdfds,"  Long Locks Pro Hair Care is a fast growing, cutting edge retailer whose mission is to provide the highest quality hair care products . Long Locks Virgin Hair was found in 2012 by Shante Henderson, whom as a child developed a passion for styling hair and making women feel beautiful. In 2006, Shante set her initial career path towards hair care and costume wigs while working in Philadelphia with shows on Broadway such as The Color Purple, Fela, Camelot and Dream Girls. So inspired, yet frustrated with an incline in hair prices and lack of growth in her field, she decided to make her own mark in the hair care industry with an online hair boutique, www.longlocksvirginhair.com. “This is more than a website it’s an experience”, says Jeanette Duperon, faithful patron of the online boutique. The success of Long Locks Virgin Hair receives credit by BET, Sheen Magazine, multiple celebrities and celebrity stylist and is developing a strong media presence with billboards in the Tri-State area and commercials on Clear Channel Radio. Shante’s vision has expanded exponentially since the launch of the boutique in 2012, offering women a variety of hair extensions, mobile retail truck, hair care products and styling tools. With products such as, Silk Press Shampoo & Conditioner, Peppermint Candy Shampoo & Conditioner customer satisfaction is a guarantee.",267,Www.longlocksprohaircare.com,1,15,"Philadelphia ",PA,"United States",,,,,,,0,No,,No
6341,Aussie,Aussie,Aussie,aussie,,"     Aussie is an international cosmetics brand. Its products are focused solely on hair care, such as shampoos, conditioners, hair serums, gels and sprays. It is marketed as a product of Australia due to its inclusion of certain natural ingredients found from the country itself. Thus, its logo is a kangaroo, and, similarly, its slogan is \"Roo Your \'Do!\". However, the brand is in fact manufactured by Procter & Gamble, an American company, which bought the brand in 2003. The brand was particularly successful in 2004, making US$55 billion in sales.",1,http://www.aussie.com,1,10,Any,NY,"United States",,,,,,,0,No,"Aussie Shampoo, Australian Brand",Yes
6340,Treseeme,Treseeme,Treseeme,treseeme,,"   TRESemmé offers salon-quality hair care products without the salon price.

From our origins in salons, we have always been driven by a simple truth; every woman deserves to look fabulous without spending a fortune.

TRESemmé is dedicated to creating salon-inspired, stylist-tested products to help you create your own style and experience that salon feeling every day. ",1800,http://www.tresemmeindia.com/,1,10,mumbai,IN,"United States",,,,,,,0,No,,Yes
6339,Clairol,Clairol,Clairol,clairol,,"    Clairol is a personal-care-product division of Procter & Gamble begun in 1931 by Americans Lawrence and Joan Gelb after discovering hair-coloring preparations while traveling in France. The company was widely recognized in its home country, the United States, for its \"Miss Clairol\" home hair-coloring kit introduced in 1956. By 1959, Clairol was considered the leading company in the U.S. hair-coloring industry. In 2004, Clairol registered annual sales worth approximately US$1.6 billion from the sale of its hair products. As of 2014, Clairol manufactures hair-coloring products sold under the brand names \"Natural Instincts\", \"Nice ’n Easy\" and \"Perfect Lights\".",1,http://www.clairol.com/,1,10,Any,AL,"United States",,,,,,,1931,No,"Clairol Hair Color, Clairol, Professionals",Yes
6338,Motion,Motion,Motions,motion,,"   Since 1993, MOTIONS has become synonymous with creating innovative salon-quality products for modern women. With the rich and unique beauty of women at the heart of what they do, Motions understands that hair is a reflection of a woman’s innate power, allowing her to present herself as a confident woman in motion – fashion forward and unabashedly fabulous!",1,www.motionshair.com,1,10,Any,AL,"United States",,,,,,,1993,No,"Motions  Hair Care Products",No
6337,Nutrogena,Nutrogena,Neutrogena,nutrogena,,"     Neutrogena is an American brand of skin care, hair care and cosmetics, that is headquartered in Los Angeles, California. According to product advertising at their website, Neutrogena products are distributed in more than 70 countries. Neutrogena was founded in 1930 by Emanuel Stolaroff, and was originally a cosmetics company named Natone. It is now part of the United States-based Johnson & Johnson conglomerate, which bought the independent company in 1994.",1,www.neutrogena.com,1,10,"Los Angeles",CA,"United States",,,,,,,1930,No,Neutrogena,Yes
6336,Herbal,Essence,"Herbal Essence",herbal-essence,,"   Herbal Essences is a brand of shampoo, hair conditioner, hair stylers, and hair coloring by Clairol. The brand was founded in 1972. There are twelve collections of product, each designed for a different effect on the user\'s hair.",1,http://us.herbalessences.com/en-US/,1,10,Any,AL,"United States",,,,,,,1972,No,"Herbal Essences, Shampoo, Hair Library",No
