ID,"Product Name",Description,"Short Description",Instructions,Ingredients,"Brand Description","Product Consistency","Intended Gender","Type of Hair","Is Organic",Quantity,UPC,"Product Tags","Hair Style","Hair Length","Hair Texture","Cemical Treatments","Hair Conditions","Hair Description",Demographic,"Targeted Age Range",Price,"Image Url"
5191,"Polishing Serum","Multi-purpose, daily use Serum enriched with Sunflower Seed Oil and Shea Butter that infuses moisture and shine. Bigen Polishing Serum controls damage, hydrates, detangles, shines and smooths frizz.","Multi-purpose, daily use Serum enriched with Sunflower Seed Oil and Shea Butter that infuses moisture and shine. Bigen Polishing Serum controls damage, hydrates, detangles, shines and smooths frizz.","Apply 1 to 2 drops to palm of hand. Rub hands together and distribute through hair starting at ends and working to roots. Style as desired. Can be used on dry or damp hair for styling. Tip: Start with a small amount and add more as needed. Do not add serum to hair color.","See package for product ingredients",,Oil,both,"Naturally Straight,Curly",no,1000,033859030034,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",3.00,http://hairlibrary.com/wp-content/uploads/2014/10/Polishing-Serum.jpg
5193,"Gold Collection Virgin European Body","Bohyme Gold Collection Virgin European Body ... the hair you wish you were born with! A soft fine, silky texture with a hint of body. The waves will straighten out after washing, and you will continuously have baby soft hair that can be curled to give some body. Bohyme Gold Collection Virgin European Body Human Hair 100% Remi Quality Bohyme is the name trusted by top salon professionals worldwide. It was the first 100% remi human hair available on the market, and continues to maintain some of the highest quality hair available.The Bohyme secret is pure and simple. They use only the best raw materials... healthy and youthful hair! Each strand of hair is hand selected to ensure the cuticle layers are all aligned in the same direction to prevent tangling. The rich, provocative colors are long-lasting and will stay true. All Bohyme hair is processed with food grade chemicals to keep the integrity of the hair. Bohyme will constantly deliver superior quality, full body and exceptionally long life!","This style has a soft and silky texture with a nice touch of body. This European style can easily be curled to help maintain some body. The soft and fine hair comes in a machine-tied weft, so it is easy to work with and easy to style.",***,,***,"Styling Object",female,"Naturally Straight,Relaxed Straight,Curly",no,1000,B003M7HA9W,,"Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",218.44,http://hairlibrary.com/wp-content/uploads/2014/10/Gold-Collection-Virgin-European-Body.jpg
5195,"Gold Collection Deep Wave ","Bohyme Gold Collection Deep Wave... the hair you wish you were born with! A great spiral curly look, which is very low maintenance. Great for those who like a permed look that retains its curl pattern.* Bohyme Gold Collection* Deep Wave Human Hair* 100% Remi Quality Bohyme is the name trusted by top salon professionals worldwide. It was the first 100% remi human hair available on the market, and continues to maintain some of the highest quality hair available.The Bohyme secret is pure and simple. They use only the best raw materials... healthy and youthful hair! Each strand of hair is hand selected to ensure the cuticle layers are all aligned in the same direction to prevent tangling. The rich, provocative colors are long-lasting and will stay true. All Bohyme hair is processed with food grade chemicals to keep the integrity of the hair. Bohyme will constantly deliver superior quality, full body and exceptionally long life!","This style is not only easy to maintain, but provides a desirable curly look. This style is perfect for those who prefer a permed-look while keeping an original curl pattern. This style also comes in hand-tied wefts",***,***,,"Styling Object",female,"Naturally Straight,Relaxed Straight,Curly",no,1000,B003M7H7F4,,"Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",182.55,http://hairlibrary.com/wp-content/uploads/2014/10/Gold-Collection-Deep-Wave.jpg
5197,"Gold Collection Silky Straight ","Bohyme Gold Collection Silky Straight... the hair you wish you were born with! This style is ideal for those who desire a sleek, straight look. This is a very low maintenance style that can easily be curled to add body or to change the look. Bohyme is the name trusted by top salon professionals worldwide. It was the first 100% remi human hair available on the market, and continues to maintain some of the highest quality hair available.The Bohyme secret is pure and simple. They use only the best raw materials... healthy and youthful hair! Each strand of hair is hand selected to ensure the cuticle layers are all aligned in the same direction to prevent tangling. The rich, provocative colors are long-lasting and will stay true. All Bohyme hair is processed with food grade chemicals to keep the integrity of the hair. Bohyme will constantly deliver superior quality, full body and exceptionally long life!","This style is one of Bohyme’s most popular and well-known looks. Besides its sleek and straight look, the Silky Straight style is low maintenance and easy to handle. Feel the luxurious difference. This style also comes in hand-tied wefts.",***,***,,"Styling Object",female,"Naturally Straight,Curly",no,1000,B003KQVZB4,,"Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",179.95,http://hairlibrary.com/wp-content/uploads/2014/10/Gold-Collection-Silky-Straight.jpg
5199,"Platinum Egyptian Wave ","Bohyme Platinum Egyptian Wave by Bohyme. Remi Weaving Platinum Egyptian Wave Remi Hair by Bohyme The Finest 100% Remi Human Hair Bohyme&#39;s the name trusted by top salon professionals worldwide. It is the first 100% Remi Human Hair available in the market, the highest quality available to you and your customers. Bohyme&#39;s secret is pure and simple; Bohyme uses only the best raw materials, healthy and youthful hair. Also, each strand of hair is hand selected to ensure the cuticle layers are all aligned in the same direction,so no tangling occurs. Many have tried to duplicate Bohyme&#39;s level of quality, but no one has come close to attaining beautiful, natural, long-lasting hair like BOHYME. Bohyme never compromises when it comes to quality and is dedicated to delivering the highest quality product, second to none. Bohyme will consistently deliver: superior quality, luster, full body, and exceptionally long life. The Egyptian Wave is a perfect blend of natural textures for truly manageable hair. Excellent for braids, individual extensions, a roller curl, or flat ironing.","Another popular style in the Platinum Collection, the soft waves truly stand out by showing off the natural body. The smooth textures allow for easy and manageable hair.",***,***,,"Styling Object",female,"Naturally Straight,Relaxed Straight,Curly",no,1000,842097008725,,"Weave,Relaxed Straight Hair ,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",119.99,http://hairlibrary.com/wp-content/uploads/2014/10/Platinum-Egyptian-Wave.jpg
5201,"Molding Paste","Johnny B. Molding Paste has a natural shine with heavy-duty hold to give you a clean, classy look. This quality water-based paste accentuates hair texture to create any edgy hairstyle. For the rocker in you.

Features:
Holds Any Style
Creates Definition and Accentuates Hair Texture
Water-Soluble

Benefits:
Johnny B. Molding Paste is pliable throughout the day and easy to wash out.","Johnny B Street Cream is a no hassle styling product for active guys. A tenacious cream the provides pliability with out losing its hold factor. This pomade increases texture, thickness, and the fullness of hair. Its natural shine finish is sure to give you a classic look without any style. Distribute a generous amount throughout dry or damp hair and style as desired.","Styling: Rub between hands until warm, apply evenly to dry hair, and style as desired","See package for product ingredients",,Wax,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,,8441021545422,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",10.60,http://hairlibrary.com/wp-content/uploads/2014/10/Molding-Paste.jpg
5203,"Street Cream","Johnny B. Street Cream is a pliable, fibrous cream designed to add thickness and a matte finish to full heads of hair. This quality water-based pomade provides volume to texturized haircuts, especially after blow-drying.

Features:
Fibrous Texture
Excellent for Creating Volume
Molds Any Hair

Benefits:
The strongest pomade in our line, Johnny B. Street Cream can be applied to wet or dry hair.","Johnny B. Street Cream is a no hassle styling product for active guys. A tenacious cream that provides pliability without losing its hold factor. This pomade increases texture, thickness and the fullness of hair. Its natural shine finish is sure to give you a classic look with any style.","Styling: Rub between hands until warm, apply evenly to dry hair, and style as desired.","See package for product ingredients",,Wax,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,,885570196496,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",8.98,http://hairlibrary.com/wp-content/uploads/2014/10/Street-Cream.jpg
5205,"Smooth Styling Cream","Formulated to give you a creamy styling lotion with hold, but no build-up. It is like gel and mousse in one bottle. Makes styling hair easygreat on thin, fine hair. For smooth styling.

Features:
Half Gel & Half Mousse
Makes Hair Thicker
Light Hold

Benefits:
Johnny B. Smooth Styling Cream shows-off your hair, not your scalp.","What it is: Johnny B. Smooth Styling Cream shows-off your hair, not your scalp. What it does: Formulated to give you a creamy styling lotion with hold and no build-up. It is gel and mousse in one bottle. Makes styling hair easy. Great on thin and fine hair. What else you need to know: Half Gel & Half Mousse Makes Hair Thicker Light Hold","Styling: Rub between hands, apply evenly to wet or dry hair, and style as desired.  For best results, blow-dry hair.","See package for product ingredients",,Liquid,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,601579087678,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",7.00,http://hairlibrary.com/wp-content/uploads/2014/10/Smooth-Styling-Cream.jpg
5207,"Remix Styling Gel","Rooted in a 90s lifestyle driven by design, Johnny B. Remix is made-up of 3 unique fragrances: FRESH, COOL, and SPORT. Whether you are at the gym or partying all night long, you can count on Remix to hold your style.

Features:
Alcohol Gel
Dries Very Quickly
Dries Hard

Benefits:
It doesnt matter if you live in a hold, cold, or windy environment, Johnny B. Remix varying weather conditions.","Johnny B. Remix is made-up of 3 unique fragrances: Fresh, Cool, and Sport. What it does: Whether you are at the gym or partying all night long, you can count on Remix to hold your style. What else you need to know: It doesn't matter if you live in a hold, cold, or windy environment, Johnny B. Remix varying weather conditions","Styling: Rub between hands, apply evenly to wet or dry hair, and style as desired.  For best results, blow-dry hair.","See package for product ingredients",,Gel,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,793573881663,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",15.00,http://hairlibrary.com/wp-content/uploads/2014/10/Remix-Styling-Gel.jpg
5209,"GO Texture Cream","Style your hair with ease using Johnny B. GO Texture Cream. If youre tired of gel and unfamiliar with pomades, GO Texture Cream is definitely for you! Whatever style youre in the mood for, GO will create it. GO gives you flexibility with maximum hold.

Features:
Humidity-Resistant
Dries Quickly
Feels Weightless

Benefits:
Johnny B. GO Texture Cream easily creates the comb-over look, the most popular style in LA right now.","What it is: Johnny B. GO Texture Cream easily creates the comb-over look, the most popular style in LA right now. What it does: Style your hair with ease using Johnny B. GO Texture Cream. If you are tired of gel and unfamiliar with pomades, GO Texture Cream is definitely for you! Whatever style you?re in the mood for, GO will create it. GO gives you flexibility with maximum hold. Perfect for the comb over. What else you need to know: Humidity-Resistant Dries Quickly Feels Weightless","Styling: Rub between hands, apply evenly to wet or dry hair, and style as desired.  For best results, blow-dry hair.","See package for product ingredients",,Liquid,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,,793573048523,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",12.00,http://hairlibrary.com/wp-content/uploads/2014/10/GO-texture-cream.jpg
5211,"Fuddy Matte Gel","Providing incredible hold with a unique matte finish, Johnny B. Fuddy is perfect for a modern look. Created from a blend of our most popular products. It is incredibly thick, dries quickly, and has a very strong, yet easy to wash out, hold!

Features:
Take Control Gel
All Day Hold
Alcohol-Free

Benefits:
Loaded with high-quality ingredients, Johnny B. Fuddy is the epitome of elegance and performance.","Providing incredible hold with a unique matte finish, Johnny B. Fuddy is perfect for a modern look. Created from a blend of our most popular products. It is incredibly thick, dries quickly, and has a very strong, yet easy to wash out, hold!","Styling: Rub between hands, apply evenly to wet or dry hair, and style as desired.  For best results, blow-dry hair.","See package for product ingredients",,Gel,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,***,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",19.99,http://hairlibrary.com/wp-content/uploads/2014/10/Fuddy-Matte-Gel.jpg
5213,"After Noon Shave Spray","Johnny B. After Shaves are designed to soothe and cool after any shave. The alcohol contained will also close skin pores opened by the hot water from your shave. Developed in 3 distinct fragrances for your convenience; here are the descriptions:

Features:
Moisturizes & Soothes
Instantly Cools, Tones, Protects, & Refreshes the Skin
Bacterial Disinfectant

Benefits:
To support a hygienic lifestyle, we developed Johnny B. After Shave in a decorated spray bottle. For your convenience and pleasure, we have three unique fragrances.","Begin the morning with clean scented notes of Citrus, Patchouli, and Vetivert. As your day develops, try this for a mid-day lift. Scented with interested notes of Bergamot, Sage, and Cedar wood. P.M. Start your night with this seductive compilation of Juniper berry, Violet, and Musk.","From arm’s length, mist the shaved area.","See package for product ingredients",,Aresol,male,"Naturally Straight,Relaxed Straight,Curly,Dreds,Braids",no,1000,793573048424,,"Weave,Relaxed Straight Hair ,Braids,Wigs,Dreds,Permed/Texturized Hair,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",13.85,http://hairlibrary.com/wp-content/uploads/2014/10/After-Shave-Spray.jpg
5215,"Elixir K Ultime Sublime Cleansing Oil Shampoo","Versatile nourishing oil that provides ultimate shine, softness and nourishment for all hair types.
Benefits
Silicone and paraben-free
Gently cleanses, while nourishing and purifying hair
Strengthens hair, leaving it soft and shiny","Elixir k ultime sublime cleansing oil shampoo was launched by the design house of kerastase. It is recommended for normal hair.","    Apply a quarter-sized amount to wet hair
    Massage throughout and lather
    Rinse thoroughly","    Maize Oil: Delivers emollient and anti-oxidant active ingredients for ultimate shine
    Pracaxi Oil: Brings shine, nourishment and deep conditioning to the hair
    Camellia Oil: Helps smooth the hair fiber, resulting in incredible shine
    Argan Oil: Helps restore strength to the hair and protects it from external aggressors",,Liquid,both,"Naturally Straight,Curly",no,1000,885193771940,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",21.99,http://hairlibrary.com/wp-content/uploads/2014/10/Elixir-K-Ultime-Sublime-Cleansing-Oil-Shampoo.png
5217,"Masque Elixir Ultime ","Beautifying oil treatment or all hair types

Benefits
Revives the natural strength of hair
Provides nourishment deep into the hair fiber
Gives hair ultimate shine
Leaves hair feeling weightless
Penetrates to the deepest of the hair fiber","Benefits
Revives the natural strength of hair
Provides nourishment deep into the hair fiber
Gives hair ultimate shine
Leaves hair feeling weightless
Penetrates to the deepest of the hair fiber","    Apply a quarter-sized amount to the mid-lengths and ends of hair
    Massage throughout, paying close attention to the ends and comb through for even distribution
    Leave on for 5-10 minutes and rinse thoroughly","    Maize Oil: Delivers emollient and anti-oxidant active ingredients for ultimate shine
    Pracaxi Oil: Brings shine, nourishment and deep conditioning to the hair
    Camellia Oil: Helps smooth the hair fiber, resulting in incredible shine
    Argan Oil: Helps restore strength to the hair and protects it from external aggressors",,Wax,both,"Naturally Straight,Curly",no,1000,885159486864,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",32.70,http://hairlibrary.com/wp-content/uploads/2014/10/Elixir-Ultime-Masque.png
5219,"Elixir Ultime Rose Millenaire","Versatile nourishing oil for fine and sensitized hair

Benefits
Multi-use oil that can be used pre and post styling
Protects fine hair, delivering lightweight nourishment and ultimate shine
Add softness, strength, and smoothness without weighing down the hair fiber
Promotes cellular renewal with its anti-oxidant active ingredients
Helps to protect hair from external aggressors
Infused with a delicate floral scent","Enriched with the oleo-complexe and millenium rose, it helps to protect fine hair against external aggressors. Infused with a delicate floral scent, with hints of fragrant freshness.","    Apply 2-4 pumps depending on hair length
    Pre-Cleanse: Apply to brushed hair and rinse out before applying shampoo to remove impurities
    Pre-Blow Dry: Apply to towel-dried hair and blow dry as normal for additional protection
    Finishing: Work into the ends of the hair to control frizz, smooth and style
    Touch-up: Apply throughout the day to add a touch of shine as needed","    Rose Millénaire: Protects fine hair against UV radicals that accelerate hair aging process
    Maize Oil: Delivers emollient and anti-oxidant active ingredients for ultimate shine
    Pracaxi Oil: Brings shine, nourishment and deep conditioning to the hair
    Camellia Oil: Helps smooth the hair fiber, resulting in incredible shine
    Argan Oil: Helps restore strength to the hair and protects it from external aggressors",,Oil,both,"Naturally Straight,Curly",no,,3474630476981,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",27.00,http://hairlibrary.com/wp-content/uploads/2014/10/Elixir-Ultime-Rose-Millenaire.png
5261,"Bain Chroma Captive Shampoo","Sulfate-free protective shampoo for color-treated hair.

Sulfate free shampoo
Preserves color depth and shine for up to 40 days with use of Chroma Captive 3-step system
Features Linseed Oil proven to reduce color fading by 33% to 50% (instrumental testing)
Polishes the hair fiber, leaving it smooth for maximum light reflection and shine
Protects against anti-oxidant aggressors and premature color fading
Provides UV protection","Reflection Bain Chroma Captive Shampoo was launched by the design house of Kerastase
It is recommended for normal use","    Apply a quarter-sized amount to wet hair
    Massage throughout and lather
    Rinse thoroughly
","    Zinc Gluconate:Captures and locks- in color deep within the hair fiber by creating strong ionic bonds between coloring agents
    Linseed Oil: Derived from the flax plant, this water repelling oil polishes and smooth the hair fiber from root to tip, leaving hair smooth and shiny for maximum light reflection
    Vitamin E and UV Filters: Help fight against oxidative aggressors that lead to premature color fading
",,Liquid,both,"Naturally Straight,Curly",no,1000,883611502237,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c","Colored Hair","No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",21.62,http://hairlibrary.com/wp-content/uploads/2014/10/Reflection_Bain_Chroma_Captive.png
5263,"Architecte Reconstructing Masque","Reconstructing masque that instantly replenishes weakened to very damaged hair
Intensely replenishes while rebuilding holding structure of hair fiber
Smoothes, heals and protects hair
Helps prevent breakage and split ends with patented Intra-Cylane
Fortifies every strand from within for maximum effectiveness","Resistance Masque Force Architecte Reconstructing Masque was launched by the design house of Kerastase
It is recommended for normal use","    Apply a quarter-sized amount to lengths and ends
    Leave on for 10-15 minutes and rinse thoroughly","    Intra-Cylane: Recreates a holding structure around each breakage point
    Pro-Keratin:Fills in the gaps in the cortex
    Ceramides: Build external cohesion and smooth the surface cuticle",,Wax,both,"Naturally Straight,Curly",no,,885590666443,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"Split Breakage,Split Breakage","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",34.94,http://hairlibrary.com/wp-content/uploads/2014/10/Architecte-Reconstructing-Masque.png
5265,"Cristalliste Bain Cristal ","Silicone-free shampoo for shine and movement for long, thick hair.
Benefits
Free of silicone, paraben and colourants
Purifies roots, leaving them weightless and clean
Rebalances the hair fiber
Leaves ends smooth and polished
Leaves the lengths looking beautiful without weighing them down","Free of silicone, paraben and colorants purifies roots, leaving them weightless and clean, rebalances the hair fiber leaves the lengths looking beautiful without weighing them down.","    Apply a quarter-sized amount to wet hair and scalp
    Massage through and lather
    Rinse thoroughly ","    Anti-dry magnet-like polymers: Eco-friendly conditioning care agents, leaves lengths and ends smooth and polished
    Oil Solubization System: Roots are left pure and weightless
    Aloe Vera Illuminator: Powerful, natural moisturizer that enhances natural hair glow and shimmer ",,Liquid,both,"Naturally Straight,Curly",no,1000,B007OAKA4U,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",20.79,http://hairlibrary.com/wp-content/uploads/2014/10/Cristalliste-Bain-Cristal.png
5267,"Bain Cristal Fine","Silicone-free shampoo for shine and movement for long, fine hair.
Benefits
Free of silicone, paraben and colorants
Purifies roots, leaving them weightless and clean
Re balances the hair fiber
Leaves ends smooth and polished
Leaves the lengths looking beautiful without weighing them down","crystallite bain crystal luminous perfecting shampoo for lightweight hair was launched by the design house of kerastase it is recommended for casual wear.","    Apply a quarter-sized amount to wet hair and scalp
    Massage through and lather
    Rinse thoroughly ","    Anti-dry magnet-like polymers: Eco-friendly conditioning care agents, leaves lengths and ends smooth and polished
    Oil Solubization System: Roots are left pure and weightless
    Aloe Vera Illuminator: Powerful, natural moisturizer that enhances natural hair glow and shimmer ",,Liquid,both,"Naturally Straight,Curly",no,1000,3474630436275,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",24.50,http://hairlibrary.com/wp-content/uploads/2014/10/Luminous-Perfecting-Shampo.png
5269,"Serum Oleo-Relax ","Smoothing oil for taming rebellious hair, providing long-lasting frizz control.
Benefits
Reduces volume and detangles hair
Provides smoothness with long-lasting frizz protection
Leaves hair glossy, shiny and soft
Tames rebellious hair","Smoothing oil for taming rebellious hair, providing long-lasting frizz control","    Apply 2-4 pumps to towel-dried hair, focusing on mid-lengths and ends
    Style as usual","    Shorea and Palm Oils: Reduces volume and improves detangling
    Cationic Polymer: Renews softness and shine of dry, rebellious hair
    Silicone Derivatives: Provides anti-frizz protection
",,Oil,both,"Naturally Straight,Curly",no,1000,885354381872,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",24.54,http://hairlibrary.com/wp-content/uploads/2014/10/Nutritive-Oleo-Relax-Serum.png
5271,"Nutritive Creme Oleo Relax Slim","Smoothing leave-in cream that offers volume reduction and intense shine for thick, dry, rebellious hair.
Benefits
Provides 24-hour frizz control
Reduces volume by 50% with lasting smoothness
Provides discipline to rebellious hair while delivering deep moisture and nourishment
Smoothes and nourishes hair fiber from within creating optimal shine and softness","Volume control intense smoothing crème is a smoothing shampoo for thick, dry, rebellious hair.","    Apply a quarter-sized amount onto towel-dried hair prior to blow-drying, paying special attention to the mid-lengths and ends
    Style with fingers or a blow dryer
    Use a flat iron or curling iron for best results","    Apricot Oil: Smoothes and nourishes the fiber from within
    Camelina Oil: Enriched in Omega 3, brings optimal shine and softness while Pracaxi Oil moisturizes and provides hydrophobic protection
    Ceramide: Helps to restore the hair fiber to replenish and strengthen
",,Liquid,both,"Naturally Straight,Curly",no,1000,884449934535,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",28.73,http://hairlibrary.com/wp-content/uploads/2014/10/Oleo-Relax_Slim.png
5273,"Bain Force Architecte","Daily, reconstructing shampoo for weakened to very damaged hair.
Benefits
Rebuilds and strengthens the hair fiber at all levels of hair erosion
Reconstructs hair, intensifying strength from roots to ends
Helps prevent breakage and split ends with patented Intra-Cylane
Smooths and protects surface of the hair fiber","Daily, reconstructing shampoo for weakened to very damaged hair","    Apply a quarter-sized amount to wet hair and scalp
    Massage through and lather
    Rinse thoroughly","    Intra-Cylane: recreates a holding structure around each breakage point
    Pro-Keratin: fills in the gaps in the cortex
    Ceramides: build external cohesion and smooth the surface cuticle ",,Liquid,both,"Naturally Straight,Curly",no,1000,885232813969,,"Weave,Naturally Curly Hair, Naturally Straight Hair","Very Short,Short,Medium,Long,Very Long","1a,2a,2b,2c,3a,3b,3c,4a,4b,4c",None,"No, I don't have any hair conditions","coarse,soft,fine,thin","African/ Black,Caucasian,European,Spanish/Latin,Asian,Indian","19_25,26_45,46",21.49,http://hairlibrary.com/wp-content/uploads/2014/10/Bain-De-Force-Architecte-Reconstructing-Shampoo.png
